,,,,,,,IDEP,,META,,,,
093866,EMEF RAIMUNDO CORREIA,SAO MIGUEL,JARDIM HELENA,4,1,3,"5,3","4,7","5,5","5,7","5,9","6,1","6,3"
094102,EMEF FRANCISCO MONT'ALVERNE FREI,PENHA,PONTE RASA,4,1,3,"5,3","5,2","5,5","5,7","5,9","6,1","6,3"
095125,EMEF BARTOLOMEU LOURENCO GUSMAO,ITAQUERA,CARRAO,4,1,3,"5,3","4,3","5,5","5,7","5,9","6,1","6,3"
019160,EMEF ILEUSA CAETANO DA SILVA PROFA,BUTANTA,RAPOSO TAVARES,4,1,3,"5,3","4,7","5,5","5,7","5,9","6,1","6,3"
010421,EMEF CYRO ALBUQUERQUE DEPUTADO,CAMPO LIMPO,CAPAO REDONDO,4,1,3,"5,3","4,5","5,5","5,7","5,9","6,1","6,3"
019247,EMEF TEREZINHA MOTA DE FIGUEIREDO,CAMPO LIMPO,CAPAO REDONDO,4,1,3,"5,3","4,9","5,5","5,7","5,9","6,1","6,3"
019360,CEU EMEF GUARAPIRANGA,CAMPO LIMPO,JARDIM ANGELA,4,1,3,"5,3","4,5","5,5","5,7","5,9","6,1","6,3"
093475,EMEF AYRES MARTINS TORRES,ITAQUERA,ITAQUERA,4,1,3,"5,3","5,0","5,5","5,7","5,9","6,1","6,3"
019449,EMEF CDHU ENCOSTA NORTE,SAO MIGUEL,ITAIM PAULISTA,4,1,3,"5,3","4,8","5,5","5,7","5,9","6,1","6,3"
095095,EMEF EMILIANO DI CAVALCANTI,PENHA,AGUA RASA,4,1,3,"5,3","5,9","5,5","5,7","5,9","6,1","6,3"
019419,EMEF ANA MARIA ALVES BENETTI PROFESSORA,SANTO AMARO,JABAQUARA,4,1,3,"5,3","5,0","5,5","5,7","5,9","6,1","6,3"
093840,EMEF NEWTON REIS GENERAL,SAO MIGUEL,VILA CURUCA,4,1,3,"5,3","5,0","5,5","5,7","5,9","6,1","6,4"
093980,EMEF FIRMINO TIBURCIO DA COSTA,PENHA,VILA MATILDE,4,1,3,"5,3","4,9","5,5","5,7","5,9","6,1","6,4"
095338,EMEF RUTH LOPES ANDRADE PROFA,IPIRANGA,VILA PRUDENTE,4,1,3,"5,3","4,4","5,5","5,7","5,9","6,2","6,4"
019463,EMEF EMEF ESTACAO JARAGUA,PIRITUBA,JARAGUA,4,1,3,"5,3","4,5","5,5","5,7","6,0","6,2","6,4"
094943,EMEF RODRIGUES ALVES,JACANA/TREMEMBE,TUCURUVI,4,1,3,"5,3","4,7","5,5","5,8","6,0","6,2","6,4"
092771,EMEF SOLANO TRINDADE,BUTANTA,RAPOSO TAVARES,4,1,3,"5,3","5,3","5,5","5,8","6,0","6,2","6,4"
099660,EMEF IMPERATRIZ DONA AMELIA,SAO MATEUS,SAO MATEUS,4,1,3,"5,4","4,5","5,6","5,8","6,0","6,2","6,4"
095281,EMEF NELSON PIMENTEL QUEIROZ PROF,SANTO AMARO,JABAQUARA,4,1,3,"5,4","5,2","5,6","5,8","6,0","6,2","6,4"
099121,EMEF DOMINGOS RUBINO PROF,SAO MATEUS,SAPOPEMBA,4,1,3,"5,4","5,6","5,6","5,8","6,0","6,2","6,4"
093190,EMEF CARLOS DE ANDRADE RIZZINI,SANTO AMARO,SANTO AMARO,4,1,3,"5,4","5,3","5,6","5,8","6,0","6,2","6,4"
099104,EMEF DEZOITO DO FORTE,CAMPO LIMPO,JARDIM ANGELA,4,1,3,"5,4","4,9","5,6","5,8","6,0","6,2","6,4"
093521,EMEF VINTE E CINCO DE JANEIRO,GUAIANASES,GUAIANASES,4,1,3,"5,4","5,7","5,6","5,8","6,0","6,2","6,4"
019418,EMEF ALEX MARTINS COSTA PROF MAESTRO,PENHA,PONTE RASA,4,1,3,"5,4","5,7","5,6","5,8","6,0","6,2","6,4"
093611,EMEF RIVADAVIA MARQUES JR.PROF,SAO MATEUS,SAO MATEUS,4,1,3,"5,4","4,8","5,6","5,8","6,0","6,2","6,4"
093009,EMEF LUIZ TENORIO DE BRITO CORONEL,CAMPO LIMPO,JARDIM SAO LUIS,4,1,3,"5,4","5,4","5,6","5,8","6,0","6,2","6,4"
015121,EMEF JOSE CARLOS DE FIGUEIREDO FERRAZ PROF,PENHA,ARTUR ALVIM,4,1,3,"5,4","5,1","5,6","5,8","6,0","6,2","6,4"
099228,EMEF JOAO PEDRO DE CARVALHO NETO DR,CAMPO LIMPO,CAPAO REDONDO,4,1,3,"5,4","5,2","5,6","5,8","6,0","6,2","6,4"
019398,EMEF AGUAS DE MARCO,ITAQUERA,JOSE BONIFACIO,4,1,3,"5,4","5,5","5,6","5,8","6,0","6,2","6,4"
094960,EMEF JOSE MARIA LISBOA,IPIRANGA,CURSINO,4,1,3,"5,4","5,3","5,6","5,8","6,0","6,2","6,4"
019314,EMEF PHILO GONCALVES DOS SANTOS PROFA,PIRITUBA,PERUS,4,1,3,"5,4","5,3","5,6","5,8","6,0","6,2","6,4"
015296,EMEF JOAO FRANZOLIN NETO PROF,PENHA,ERMELINO MATARAZZO,4,1,3,"5,4","4,8","5,6","5,8","6,0","6,2","6,4"
095460,EMEF EMILIO RIBAS,SAO MATEUS,SAPOPEMBA,4,1,3,"5,4","5,0","5,6","5,8","6,0","6,2","6,4"
016993,EMEF VICENTE AMATO SOBRINHO COMENDADOR,SAO MIGUEL,ITAIM PAULISTA,4,1,3,"5,4","4,8","5,6","5,8","6,0","6,2","6,5"
094773,EMEF OLIVA IRENE BAYERLEIN SILVA,JACANA/TREMEMBE,VILA GUILHERME,4,1,3,"5,4","4,8","5,6","5,8","6,0","6,3","6,5"
016501,EMEF FLORESTAN FERNANDES,CAPELA DO SOCORRO,CIDADE DUTRA,4,1,3,"5,4","5,3","5,6","5,8","6,0","6,3","6,5"
094617,EMEF FARIA LIMA BRIGADEIRO,IPIRANGA,LIBERDADE,4,1,3,"5,5","4,9","5,6","5,9","6,1","6,3","6,5"
092746,EMEF ALIPIO ANDRADA SERPA TENENTE,BUTANTA,RAPOSO TAVARES,4,1,3,"5,5","4,4","5,7","5,9","6,1","6,3","6,5"
019430,EMEF CAMPO LIMPO III,CAMPO LIMPO,CAPAO REDONDO,4,1,3,"5,5","4,9","5,7","5,9","6,1","6,3","6,5"
095583,EMEF GREGORIO WESTRUPP PADRE,SAO MATEUS,SAPOPEMBA,4,1,3,"5,5","4,9","5,7","5,9","6,1","6,3","6,5"
000281,EMEF VERA LUCIA FUSCO BORBA PROFA,CAMPO LIMPO,CAMPO LIMPO,4,1,3,"5,5","5,2","5,7","5,9","6,1","6,3","6,5"
093629,EMEF AURELIO ARROBAS MARTINS PROF,ITAQUERA,PARQUE DO CARMO,4,1,3,"5,5","5,7","5,7","5,9","6,1","6,3","6,5"
093408,EMEF PAULO SETUBAL,CAPELA DO SOCORRO,CIDADE DUTRA,4,1,3,"5,5","4,8","5,7","5,9","6,1","6,3","6,5"
093688,EMEF PEDRO ALEIXO DR,SAO MIGUEL,VILA JACUI,4,1,3,"5,5","4,7","5,7","5,9","6,1","6,3","6,6"
094901,EMEF EDSON RODRIGUES,JACANA/TREMEMBE,TUCURUVI,4,1,3,"5,6","7,1","5,7","5,9","6,1","6,4","6,6"
019404,EMEF CAUCASICA,SAO MIGUEL,VILA JACUI,4,1,3,"5,6","5,0","5,8","6,0","6,2","6,4","6,6"
095389,EMEF AUREA RIBEIRO XAVIER LOPES PROFA,IPIRANGA,SAO LUCAS,4,1,3,"5,6","5,5","5,8","6,0","6,2","6,4","6,6"
094391,EMEF MARIO KOSEL FILHO,PIRITUBA,PIRITUBA,4,1,3,"5,6","5,2","5,8","6,0","6,2","6,4","6,6"
094421,EMEF LIBERATO BITTENCOURT GENERAL,PIRITUBA,PIRITUBA,4,1,3,"5,6","4,9","5,8","6,0","6,2","6,4","6,6"
000892,EMEF HENRIQUE SOUZA FILHO HENFIL,SAO MATEUS,IGUATEMI,4,1,3,"5,7","5,2","5,8","6,0","6,2","6,4","6,7"
094561,EMEF EUCLIDES C SILVEIRA DESEMBARGADOR,PIRITUBA,SAO DOMINGOS,4,1,3,"5,7","5,2","5,9","6,1","6,3","6,5","6,7"
019215,EMEF REMO RINALDI NADDEO,PIRITUBA,ANHANGUERA,4,1,3,"5,7","5,5","5,9","6,1","6,3","6,5","6,7"
093459,EMEF EDUARDO PRADO,ITAQUERA,CIDADE LIDER,4,1,3,"5,7","5,0","5,9","6,1","6,3","6,5","6,7"
093131,EMEF MARIA ANTONIETA D'ALKIMIN BASTO PROFA,BUTANTA,ITAIM BIBI,4,1,3,"5,7","5,6","5,9","6,1","6,3","6,5","6,7"
000418,EMEF JOAO DE SOUZA FERRAZ PROF,SANTO AMARO,CAMPO GRANDE,4,1,3,"5,7","5,2","5,9","6,1","6,3","6,5","6,7"
094480,EMEF JULIO DE OLIVEIRA,PIRITUBA,PERUS,4,1,3,"5,7","5,3","5,9","6,1","6,3","6,5","6,7"
099261,EMEF TEOFILO BENEDITO OTTONI,BUTANTA,RAPOSO TAVARES,4,1,3,"5,7","5,5","5,9","6,1","6,3","6,5","6,7"
093149,EMEF OLAVO PEZZOTTI PROF,BUTANTA,PINHEIROS,4,1,3,"5,7","5,4","5,9","6,1","6,3","6,5","6,7"
093289,EMEF PEREIRA CARNEIRO CONDE,SANTO AMARO,CAMPO GRANDE,4,1,3,"5,7","5,4","5,9","6,1","6,3","6,5","6,7"
000299,EMEF ROBERTO PATRICIO PROF,FREGUESIA/BRASILANDIA,CACHOEIRINHA,4,1,3,"5,7","5,2","5,9","6,1","6,3","6,5","6,7"
095371,EMEF CLEOMENES CAMPOS,IPIRANGA,SAO LUCAS,4,1,3,"5,8","5,4","5,9","6,1","6,3","6,5","6,7"
019407,EMEF CASTOR,SAO MATEUS,SAO MATEUS,4,1,3,"5,8","5,4","5,9","6,1","6,3","6,5","6,7"
095541,EMEF OLIVAL COSTA,SAO MATEUS,SAPOPEMBA,4,1,3,"5,8","4,8","6,0","6,2","6,4","6,6","6,8"
093416,EMEF JOSE AMADEI ENGENHEIRO,CAPELA DO SOCORRO,CIDADE DUTRA,4,1,3,"5,8","4,8","6,0","6,2","6,4","6,6","6,8"
095419,EMEF MASCARENHAS DE MORAES MARECHAL,IPIRANGA,SAO LUCAS,4,1,3,"5,8","5,4","6,0","6,2","6,4","6,6","6,8"
095109,EMEF LEONOR MENDES DE BARROS,PENHA,AGUA RASA,4,1,3,"5,8","4,7","6,0","6,2","6,4","6,6","6,8"
095052,EMEF ANTONIO DE ALCANTARA MACHADO,IPIRANGA,SACOMA,4,1,3,"5,8","5,7","6,0","6,2","6,4","6,6","6,8"
094587,EMEF GABRIEL SYLVESTRE T CARVALHO,PIRITUBA,SAO DOMINGOS,4,1,3,"5,8","5,4","6,0","6,2","6,4","6,6","6,8"
019244,EMEF GIUSEPPE TAVOLARO PROF,SAO MATEUS,SAPOPEMBA,4,1,3,"5,9","6,0","6,1","6,3","6,5","6,7","6,9"
093122,EMEF JOSE MARIA P DUARTE TENENTE,PIRITUBA,PERDIZES,4,1,3,"5,9","5,7","6,1","6,3","6,5","6,7","6,9"
095087,EMEF SILVIO FLEMING MAJOR,PENHA,AGUA RASA,4,1,3,"5,9","5,2","6,1","6,3","6,5","6,7","6,9"
095303,EMEF MANOEL DE PAIVA PADRE,IPIRANGA,VILA MARIANA,4,1,3,"5,9","5,5","6,1","6,3","6,5","6,7","6,9"
095290,EMEF JOAO CARLOS DA SILVA BORGES PROF,IPIRANGA,MOEMA,4,1,3,"6,2","5,3","6,4","6,5","6,7","6,9","7,1"
019396,EMEF SERAFIN MARTINEZ GUTIERREZ,PENHA,ARTUR ALVIM,4,1,3,"6,5","5,2","6,6","6,8","7,0","7,2","7,3"
019321,EMEF LOURIVAL BRANDAO DOS SANTOS,CAPELA DO SOCORRO,GRAJAU,4,1,3,*,*,*,*,*,*,*
