ANO;CD_SERV_SME;CD_CARGO;DC_CARGO;CD_SIT_FUNC;DC_SIT_FUNC;JORN_OPCAO;JORN_EXERCICIO;CD_UNIDADE;TP_UNIDADE;DC_UNIDADE;DRE_UNIDADE;CD_TURMA;NOME_TURMA;CD_SERIE;DC_SERIE;CD_COMPONENTE;DC_COMPONENTE;CD_TURNO;DC_TURNO;QT_CARG_HORARIA;TOT_AULAS;CD_ATRIBUICAO;CD_UNIDADE_ATRIBUICAO;DT_ATRIBUICAO;CD_TIPO_ATRIBUICAO;CD_AREA_ATUACAO;DC_AREA_ATUACAO;CD_ETAPA_ENSINO;DC_ETAPA_ENSINO;CD_CICLO_ENSINO;DC_CICLO_ENSINO;CD_MODALIDADE_ENSINO;DC_MODALIDADE_ENSINO;CD_TIPO_PROGRAMA;DC_TIPO_PROGRAMA;CD_MODALIDADE_ENSINO_PROGRAMA;DC_MODALIDADE_ENSINO_PROGRAMA
2012;382464;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400050;CEI DIRET;GABRIEL NOGUEIRA DE QUADROS, VER.;IQ;1179772;3B;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131544;400050;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2073731;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400036;CEI DIRET;CORYNTHO BALDOINO DA COSTA FILHO, VER;IQ;1178780;3A;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131545;400036;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1984942;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400024;CEI DIRET;CELIA PERES SUNHIGA;SM;1189497;1A;241;BERCARIO I-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131547;400024;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1867992;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400129;CEI DIRET;JARDIM SAO PAULO;G;1190000;4B;268;MINI - GRUPO II;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131548;400129;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1981262;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400213;CEI DIRET;PARQUE SAVOY CITY;IQ;1187854;2A;242;BERCARIO II-10H;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131555;400213;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1694772;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400512;CEU CEI;ALVARENGA;SA;1203140;6B;277;INFANTIL II 10 H;535;REG -EMEI -INT/TARDE;6;Integral            ;25;25;131556;400512;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;2;PRE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2030822;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400515;CEU CEI;CIDADE DUTRA;CS;1174162;2F;242;BERCARIO II-10H;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131557;400515;01/08/2012 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2073781;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400214;CEI DIRET;PAULO CESAR FONTELLES DE LIMA;MP;1175590;2B;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131561;400214;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1903202;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400520;CEU CEI;PARQUE SAO CARLOS;MP;1210684;XB;929;LAUDO MEDICO;525;LAUDO MEDICO;3;Tarde               ;30;30;131562;400520;15/12/2011 00:00;N;1;Educacao Infantil;;;;;4;PROGRAMA;42;LAUDO MEDICO;4;EVEN PARA ATRIBUICAO
2012;2073801;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400520;CEU CEI;PARQUE SAO CARLOS;MP;1176231;3E;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131565;400520;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2073811;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400676;CEU CEI;TRES PONTES;MP;1173663;3F;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131566;400676;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1997143;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400528;CEU CEI;VILA CURUCA;MP;1170773;2D;242;BERCARIO II-10H;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131567;400528;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1658012;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400489;CEI DIRET;VILA AIMORE;MP;1192669;2A;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131568;400489;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2073831;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400517;CEU CEI;EVANIR APARECIDA HILARIO, PROFA;G;1169239;4E;268;MINI - GRUPO II;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131569;400517;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2073852;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400520;CEU CEI;PARQUE SAO CARLOS;MP;1175979;2E;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131571;400520;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2073861;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400597;CEU CEI;AZUL DA COR DO MAR;IQ;1202335;XD;929;LAUDO MEDICO;525;LAUDO MEDICO;3;Tarde               ;30;30;131572;400597;15/12/2011 00:00;N;1;Educacao Infantil;;;;;4;PROGRAMA;42;LAUDO MEDICO;4;EVEN PARA ATRIBUICAO
2012;2073871;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400520;CEU CEI;PARQUE SAO CARLOS;MP;1176012;2G;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131573;400520;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2073901;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400240;CEI DIRET;VILA CALU;CL;1176955;3C;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131574;400240;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2073921;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400214;CEI DIRET;PAULO CESAR FONTELLES DE LIMA;MP;1175569;2A;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131575;400214;13/06/2012 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2063622;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400598;CEU CEI;YOLANDA DE SOUZA SANTALUCIA, PROFA.;CL;1177792;2A;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131580;400598;01/08/2012 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1960703;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400293;CEI DIRET;RECANTO DOS HUMILDES;PJ;1187521;3E;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131582;400293;29/05/2012 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074021;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400523;CEU CEI;PERUS;PJ;1210906;XD;929;LAUDO MEDICO;525;LAUDO MEDICO;3;Tarde               ;30;30;131585;400523;12/03/2012 00:00;N;1;Educacao Infantil;;;;;4;PROGRAMA;42;LAUDO MEDICO;4;EVEN PARA ATRIBUICAO
2012;1676012;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400061;CEI DIRET;JACARANDA;IQ;1202442;9C;906;CJ ED INF. CEI;519;CJ ED INF CEI;3;Tarde               ;36;36;131588;400061;19/06/2012 00:00;N;1;Educacao Infantil;;;;;4;PROGRAMA;18;CJ ED INF. CEI;4;EVEN PARA ATRIBUICAO
2012;2074071;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400003;CEI DIRET;ALOYSIO DE MENEZES GREENHALGH, VER.;BT;1167066;3D;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131593;400003;01/02/2012 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2029012;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400523;CEU CEI;PERUS;PJ;1188137;3G;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131594;400523;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074091;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400523;CEU CEI;PERUS;PJ;1188128;3D;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131595;400523;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1877083;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400103;CEI DIRET;JARDIM NAKAMURA;CL;1172272;4A;268;MINI - GRUPO II;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131596;400103;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074141;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400021;CEI DIRET;CANTIDIO NOGUEIRA SAMPAIO, VER.;JT;1186103;4A;268;MINI - GRUPO II;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131597;400021;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074151;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400305;CEI DIRET;PINHEIROS;BT;1174790;4B;268;MINI - GRUPO II;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131598;400305;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074161;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400305;CEI DIRET;PINHEIROS;BT;1174817;3A;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131599;400305;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074171;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400204;CEI DIRET;PARQUE NOVO MUNDO;JT;1183863;4D;268;MINI - GRUPO II;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131601;400204;29/05/2012 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074201;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400305;CEI DIRET;PINHEIROS;BT;1174743;2B;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131602;400305;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074211;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400047;CEI DIRET;FERNAO DIAS;JT;1173414;4B;268;MINI - GRUPO II;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131603;400047;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074251;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400305;CEI DIRET;PINHEIROS;BT;1174817;3A;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131613;400305;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074261;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400305;CEI DIRET;PINHEIROS;BT;1174790;4B;268;MINI - GRUPO II;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131614;400305;08/03/2012 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074291;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400564;CEI DIRET;RAQUEL ZUMBANO ALTMAN;PJ;1178085;2D;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131617;400564;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074301;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400294;CEI DIRET;JARDIM CLIMAX II;IP;1177920;3A;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131618;400294;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074321;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400043;CEI DIRET;ELISIO TEIXEIRA LEITE;PJ;1188349;2A;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131619;400043;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074351;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400527;CEU CEI;VILA ATLANTICA;PJ;1180820;3A;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131621;400527;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074381;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400518;CEU CEI;MENINOS;IP;1175370;4C;268;MINI - GRUPO II;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131622;400518;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074391;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400518;CEU CEI;MENINOS;IP;1175243;3E;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131623;400518;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074401;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400518;CEU CEI;MENINOS;IP;1203053;XA;929;LAUDO MEDICO;525;LAUDO MEDICO;1;Manhã;25;25;131626;400518;15/12/2011 00:00;N;1;Educacao Infantil;;;;;4;PROGRAMA;42;LAUDO MEDICO;4;EVEN PARA ATRIBUICAO
2012;2074411;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400543;CEI DIRET;INOCOOP IPIRANGA;IP;1174689;3B;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131628;400543;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074421;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400518;CEU CEI;MENINOS;IP;1175159;3C;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131629;400518;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074431;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400518;CEU CEI;MENINOS;IP;1175309;3G;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131630;400518;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074591;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400272;CEI DIRET;ROSA SABAG ADDAS;MP;1185378;3E;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131651;400272;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074621;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400597;CEU CEI;AZUL DA COR DO MAR;IQ;1188995;4E;268;MINI - GRUPO II;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131652;400597;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074631;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400600;CEU CEI;JACANA;JT;1189171;4D;268;MINI - GRUPO II;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131654;400600;01/08/2012 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1940422;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400207;CEI DIRET;PARQUE SANTA AMELIA;MP;1170227;2D;242;BERCARIO II-10H;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131656;400207;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074661;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400521;CEU CEI;PARQUE VEREDAS;MP;1208296;3G;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131657;400521;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074671;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400528;CEU CEI;VILA CURUCA;MP;1170791;2E;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131658;400528;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074681;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400676;CEU CEI;TRES PONTES;MP;1173513;4A;268;MINI - GRUPO II;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131659;400676;15/03/2012 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074691;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400377;CEI DIRET;PARQUE EDU CHAVES;JT;1187614;2C;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131661;400377;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2036492;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400521;CEU CEI;PARQUE VEREDAS;MP;1173606;3C;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131662;400521;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;175913;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400521;CEU CEI;PARQUE VEREDAS;MP;1173692;3E;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131663;400521;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2044543;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400521;CEU CEI;PARQUE VEREDAS;MP;1172860;1D;241;BERCARIO I-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131664;400521;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1706522;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400272;CEI DIRET;ROSA SABAG ADDAS;MP;1185367;3D;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131665;400272;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;224324;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400272;CEI DIRET;ROSA SABAG ADDAS;MP;1185395;4A;268;MINI - GRUPO II;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131666;400272;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;1859983;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400676;CEU CEI;TRES PONTES;MP;1210694;9E;906;CJ ED INF. CEI;519;CJ ED INF CEI;1;Manhã;36;36;131669;400676;01/08/2012 00:00;N;1;Educacao Infantil;;;;;4;PROGRAMA;18;CJ ED INF. CEI;4;EVEN PARA ATRIBUICAO
2012;2074721;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;19310;CEU CEI;JARDIM SOARES II;G;1180241;3D;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131674;19310;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074741;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400005;CEI DIRET;ANITA CASTALDI ZAMPIROLLO, PROFA.;JT;1174486;3A;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131675;400005;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074751;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400528;CEU CEI;VILA CURUCA;MP;1170884;3B;267;MINI - GRUPO I;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131680;400528;02/08/2012 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2037264;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400112;CEI DIRET;JARDIM REBOUCAS;CL;1170293;3D;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131681;400112;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2032124;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400511;CEI DIRET;PAULO COCHRANE SUPLICY;CL;1177022;3F;267;MINI - GRUPO I;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131682;400511;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074772;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400093;CEI DIRET;JARDIM MACEDONIA;CL;1177142;2B;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131683;400093;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074781;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400070;CEI DIRET;JARDIM CATANDUVA;CL;1177235;4B;268;MINI - GRUPO II;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131684;400070;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074801;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400088;CEI DIRET;JARDIM JAPAO;JT;1189709;2E;242;BERCARIO II-10H;518;REG CEI INTEG/TARDE;6;Integral            ;36;36;131685;400088;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074812;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400528;CEU CEI;VILA CURUCA;MP;1170838;2H;242;BERCARIO II-10H;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131686;400528;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2030202;3875;PROF.DE ED.INFANTIL;1;EFETIVO;;;400695;CEU CEI;JAGUARE;PJ;1174620;4B;268;MINI - GRUPO II;517;REG CEI INTEG/MANHA;6;Integral            ;36;36;131688;400695;15/12/2011 00:00;N;1;Educacao Infantil;1;EDUCACAO INFANTIL;1;CRECHE;1;EDUCACAO INFANTIL;;;1;REGULAR
2012;2074831;3263;PROF.ENS.FUND.II E MED.-ED.FISICA;1;EFETIVO;JEIF;JEIF;19453;EMEBS;MARIO PEREIRA BICUDO, PROF.;FO;1208746;3G;693;ED.FIS.3HA;6;ED. FISICA;1;Manhã;3;24;131690;19453;19/12/2011 00:00;N;3;Ensino Fundamental II;;;;;;;;;2;ED. FISICA
